a_1,a_2,a_3,id
5.17645746334889,10.1034259615354,23.5966141469374,0
36.6224139998979,-10.571109763845,12.4578927102518,0
-6.79237135406146,-6.79771975597544,-0.622541264820593,0
17.9439633926366,-4.6638432049658,-24.6500014665031,0
9.76032567776829,29.8440839812575,-3.55185012045223,0
-25.1077164091129,2.67049090233806,19.4205013429777,0
0.455764095516647,15.4175297671065,-3.90527712121663,0
21.8154642470899,-18.9363162249116,8.46143464063079,0
-2.64244880303421,9.60191740563185,-15.1626804063777,0
-21.5000256037609,-21.3693471855084,-2.0929634783054,0
17.1002150003468,-9.02808695405909,-3.54949997256344,0
-7.29960277207187,-5.37816967388792,23.9534490671619,0
3.31108589913485,8.49685342594082,-25.3707133467034,0
-24.855699816342,-31.3711490623314,26.9871943473319,0
29.1857537073143,10.7837178328599,-16.8724616622823,0
-0.0722553766482569,-11.8466265776342,-23.3070526104962,0
-0.417663464807623,-46.3659759560388,-5.83850652630675,0
0.642120046682839,6.58870186888265,15.1870149539342,0
-23.3455601243392,6.15314409455224,11.3237326869613,0
-10.3914323602826,-28.9052214035543,14.2840425221883,0
27.4777733105497,-20.3915241057937,-19.9461065840835,0
28.2466460613771,-8.30007368800339,-56.7033327688118,0
-8.04347514922201,-27.6343197080572,-6.74799377929227,0
-8.78287731591101,10.7805627366993,-4.60705740872234,0
20.2121696567265,-5.38052043480861,-9.20692127842091,0
8.61638341558844,15.6322059973227,-37.4709996755439,0
14.6785672229553,-6.85023032508831,8.79131760534289,0
-13.613497484711,-33.8981935563793,23.5746990989821,0
6.52392676496217,-20.1887751764498,6.99929858833303,0
18.140592582092,29.8118648093648,-36.3845345181985,0
-9.2536307015702,17.8880652260863,-21.0756955191875,0
0.094000581654905,-0.187515421175316,16.3852156365371,0
-122.804423892648,-119.122712601447,-122.32855037972,1
15.0535818509201,6.36301012335451,-8.85649817336257,0
138.485899170175,122.929095022928,126.172417916436,1
9.36953648438626,-11.4863232903911,23.275908572687,0
-4.81815797685454,-9.77513108131194,1.45334978049229,0
20.651535584425,-3.82260945559951,-8.71846241797926,0
-12.8039846224951,-14.4067258362727,-71.7271950677923,0
-26.3244878024886,-4.19256105717688,-2.72240347640642,0
-108.565383774527,-112.596175363067,-116.476155966189,1
-118.024762604298,-117.807718662328,-132.019995545738,1
49.703570237691,19.4605769045458,26.8847325479793,0
-19.7004154736439,-19.3682186318431,40.2502312053174,0
-6.76999500766809,-16.1721176596837,23.1030003369123,0
25.0859846680499,7.66559971556712,11.9541813133715,0
-22.5670561036143,-15.1513560340769,-21.8722499086515,0
31.1901743349192,-0.663151609288943,-31.3461507478787,0
-117.870566562748,-121.575092467684,-119.956597532295,1
18.6859172485224,-20.2344344613987,-14.1622477343403,0
-126.87501022382,-121.231361358594,-111.374900142908,1
20.3836350544409,36.367766535287,25.4125886252817,0
-4.80966339689769,16.0462395979634,-6.80605597592924,0
33.5527518536271,12.2839355311908,10.1442217799958,0
8.1837596759824,5.22301890566798,-33.8501697512016,0
-134.245056754487,-120.215409178672,-122.272592949016,1
-13.9793463011703,31.1426696654414,-34.2441942352045,0
10.4032772429706,2.70511548562611,-12.8916347102559,0
23.1395804023683,5.59237612764734,18.0509271722573,0
-2.21251594697514,-21.283266827573,-5.95185116089417,0
5.97203153469122,8.48711285766163,7.93631843220762,0
-8.55343130723008,15.0395995749635,26.8322830083756,0
-11.7839886400445,-6.53439687313488,-11.5438884358197,0
-25.9323949182176,-15.4490953476919,17.1166545481808,0
-29.7558380669955,34.5755371387536,-37.5128137033488,0
-23.2069745857483,-3.68201625719294,18.2449559776627,0
-6.65586461965348,-31.3597621268381,5.71255454114705,0
10.8457508440136,-52.4379583935389,-13.4054364369215,0
-14.8052859963679,3.4076762194096,-17.1766804433098,0
24.829882099825,13.6454042221761,32.4734646334377,0
-30.5042676534471,34.9706658307203,-10.0193822170902,0
-37.5383606601665,-11.7476492256053,2.10914574565886,0
-26.5389924923862,9.09159495721027,-2.49449833616995,0
118.402489195462,120.220857043683,122.499000474785,1
0.802036404737936,-19.4155851858942,20.6856837573351,0
-10.8925902869609,41.2690600650382,-15.7884536537637,0
7.20025841505645,13.1301348704397,2.82407992772179,0
20.0621319213073,-7.43225539346905,-27.4003537060124,0
119.819297813731,122.285446954285,125.901404565689,1
40.8054861255886,1.59839343506214,-5.16727034358777,0
0.0636610636839053,10.1710924339444,3.85420706067446,0
46.700710552928,-27.6137972032107,0.23398050651132,0
3.08526718489501,-13.6094564575104,-18.8762719455619,0
-9.31158759076423,4.92961670460614,47.951832139653,0
